type,bug,error,file,solver,status1,status2,mutation_type
metamorphic,no,1.8189894035458565e-12,neos-807639.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-807639.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,4.547473508864641e-13,neos-807639.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,-32.99999999986056,csched010.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,1.0,csched010.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,21.999999999867214,csched010.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,18.0,csched010.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,83.99999999916326,csched010.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,efficiency,1.0,csched007.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,1.0,csched007.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,1.0000000016334525,csched007.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,8.0,csched007.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,8.0,csched007.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,beasleyC2.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,beasleyC2.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,beasleyC2.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,beasleyC2.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,beasleyC2.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,2.5579538487363607e-11,beasleyC3.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,beasleyC3.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,2.546585164964199e-11,beasleyC3.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,beasleyC3.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,5.184119800105691e-11,beasleyC3.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,correctness,-0.00500469999951747,neos2.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,neos2.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos2.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,berlin_5_8_0.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,berlin_5_8_0.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,berlin_5_8_0.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,berlin_5_8_0.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,0.0,berlin_5_8_0.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,determination,-2.9454029117914615e-06,neos-1442119.mps.gz,both,time_limit_feasible,optimal,
metamorphic,no,2.1054647731943987e-05,neos-1442119.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,determination,0.0,neos-1442119.mps.gz,cplex,optimal,time_limit_feasible,TranslateObjective
metamorphic,no,1.6464620330225443e-05,neos-1442119.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,determination,0.0,neos-1442119.mps.gz,cplex,optimal,time_limit_feasible,ScaleObjective
consistency,no,1.3642420526593924e-12,supportcase17.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,supportcase17.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,1.3642420526593924e-12,supportcase17.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,supportcase17.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,supportcase17.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,-1.1546944733709097e-08,p200x1188c.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,p200x1188c.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,1.0913936421275139e-11,p200x1188c.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,p200x1188c.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,p200x1188c.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,73708.99000000022,ta1-UUM.mps.gz,both,time_limit_feasible,optimal_tolerance,
metamorphic,efficiency,29483.550000000745,ta1-UUM.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,442253.299999997,ta1-UUM.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,efficiency,6.0,neos-4338804-snowy.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,neos-4338804-snowy.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,6.0,neos-4338804-snowy.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,16.0,neos-4338804-snowy.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,24.0,neos-4338804-snowy.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,efficiency,2.000009627784493,50v-10.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,50v-10.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,2.730011718118476,50v-10.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,11.119999289512634,50v-10.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,8.800068152748281,50v-10.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,determination,7.500418064410042e-10,neos-4650160-yukon.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,neos-4650160-yukon.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,1.0213625500909984e-09,neos-4650160-yukon.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,2.842170943040401e-14,neos-4650160-yukon.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,2.6679686015995685e-08,neos-4650160-yukon.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,beasleyC1.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,beasleyC1.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,beasleyC1.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,beasleyC1.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,beasleyC1.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,mc7.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,mc7.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mc7.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mc7.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,2.9103830456733704e-11,mc7.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,-1.5916157281026244e-12,mc8.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,mc8.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,3.637978807091713e-12,mc8.mps.gz,cplex,optimal,optimal_tolerance,TranslateObjective
metamorphic,no,0.0,mc8.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,9.094947017729282e-12,mc8.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,pg.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,pg.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,pg.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,3.637978807091713e-12,mc11.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,mc11.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,1.8189894035458565e-12,mc11.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mc11.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,5.820766091346741e-11,mc11.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,nh97_tension.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,nh97_tension.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,nh97_tension.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,nh97_tension.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,nh97_tension.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,correctness,50.860918026883155,gmu-35-40.mps.gz,both,optimal,optimal_tolerance,
metamorphic,correctness,10.66080000018701,gmu-35-40.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,correctness,197.1494999974966,gmu-35-40.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,haprp.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,haprp.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,haprp.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,3.725290298461914e-09,haprp.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,3.725290298461914e-09,haprp.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,-10258.999999351334,neos-4954672-berkel.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,neos-4954672-berkel.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,1121.0000006482005,neos-4954672-berkel.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-4954672-berkel.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,2399.0000001215376,neos-4954672-berkel.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,3.2143815587915014e-05,nh97_potential.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,nh97_potential.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,nh97_potential.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,efficiency,-1.0,cvs08r139-94.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,1.0,cvs08r139-94.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,1.0,cvs08r139-94.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,cvs08r139-94.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,4.0,cvs08r139-94.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,unclassified,,breastcancer-regularized.mps.gz,both,optimal,Unknown status: 115,
metamorphic,no,0.0,breastcancer-regularized.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,unclassified,,breastcancer-regularized.mps.gz,cplex,Unknown status: 115,Unknown status: 115,TranslateObjective
metamorphic,no,0.0,breastcancer-regularized.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,unclassified,,breastcancer-regularized.mps.gz,cplex,Unknown status: 115,optimal_tolerance,ScaleObjective
consistency,no,5.980837158858776e-09,mik-250-20-75-5.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,mik-250-20-75-5.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mik-250-20-75-5.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,mik-250-20-75-2.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,mik-250-20-75-2.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mik-250-20-75-2.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,mik-250-20-75-1.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,mik-250-20-75-1.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mik-250-20-75-1.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,mik-250-20-75-3.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,mik-250-20-75-3.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mik-250-20-75-3.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,-1.4551915228366852e-11,mik-250-20-75-4.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,mik-250-20-75-4.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mik-250-20-75-4.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,mcsched.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,mcsched.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mcsched.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,efficiency,-1.0,neos-3426085-ticino.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,1.0,neos-3426085-ticino.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-3426085-ticino.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-3426085-ticino.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,0.0,neos-3426085-ticino.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,1.256335963262245e-06,pg5_34.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,pg5_34.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,pg5_34.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,2.597153070382774e-08,n5-3.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,n5-3.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,n5-3.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,mod010.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,mod010.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mod010.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,mod010.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,mod010.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,10teams.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,10teams.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,10teams.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,10teams.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,10teams.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,-0.07142857065000108,neos-3009394-lami.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,6.499476512544788e-10,neos-3009394-lami.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,0.07142856999996638,neos-3009394-lami.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,5.200007535677287e-09,neos-3009394-lami.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,8.000000661922968e-09,neos-3009394-lami.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,efficiency,1.6286104145376967,probportfolio.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,0.49209901438007364,probportfolio.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,probportfolio.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,1.8420012078002443,probportfolio.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,1.1806256697591593,probportfolio.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,9.805489753489383e-11,dsbmip.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,dsbmip.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,dsbmip.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,dsbmip.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,dsbmip.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,-2834.000000001397,lotsize.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,1043.0,lotsize.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,2333.0000000365544,lotsize.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,410.0,lotsize.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,4757.999999990221,lotsize.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,9.237055564881302e-14,prod1.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,prod1.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,prod1.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,prod1.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,prod1.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,-4.547473508864641e-13,aflow40b.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,aflow40b.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,2.473825588822365e-10,aflow40b.mps.gz,cplex,optimal,optimal_tolerance,TranslateObjective
metamorphic,no,0.0,aflow40b.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,9.094947017729282e-13,aflow40b.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,correctness,-101748067.69165039,neos-1112787.mps.gz,both,optimal,optimal_tolerance,
metamorphic,no,0.0,neos-1112787.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,correctness,1258014340.0,neos-1112787.mps.gz,gurobi,optimal,optimal,ScaleObjective
consistency,no,0.0,cvs16r70-62.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,cvs16r70-62.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,1.0,cvs16r70-62.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,5.0,cvs16r70-62.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,0.0,cvs16r70-62.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,pigeon-13.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,pigeon-13.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,pigeon-13.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,pigeon-13.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,pigeon-13.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,-34.0,liu.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,5.999999288698746,liu.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,22.000000002999514,liu.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,84.0,liu.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,98.0,liu.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,railway_8_1_0.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,railway_8_1_0.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,railway_8_1_0.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,railway_8_1_0.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,railway_8_1_0.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,,supportcase30.mps.gz,both,time_limit_infeasible,time_limit_infeasible,
metamorphic,no,,supportcase30.mps.gz,gurobi,time_limit_infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,supportcase30.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,TranslateObjective
metamorphic,no,,supportcase30.mps.gz,gurobi,time_limit_infeasible,time_limit_infeasible,ScaleObjective
metamorphic,no,,supportcase30.mps.gz,cplex,time_limit_infeasible,time_limit_infeasible,ScaleObjective
consistency,no,0.0,cvs16r89-60.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,cvs16r89-60.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,cvs16r89-60.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,cvs16r89-60.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,5.0,cvs16r89-60.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,efficiency,8.000004591417564,ran14x18-disj-8.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,7.999999564554855,ran14x18-disj-8.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,1.1394340617698617e-06,ran14x18-disj-8.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,24.0,ran14x18-disj-8.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,2.8454487619455904e-06,ran14x18-disj-8.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,supportcase27i.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,supportcase27i.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,6.111804395914078e-10,supportcase27i.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,supportcase27i.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,supportcase27i.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,neos-503737.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,neos-503737.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-503737.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,neos-503737.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,neos-503737.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,-4.269124999991618,a1c1s1.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,a1c1s1.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,4.113562498785541,a1c1s1.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,1.1340656783431768e-05,a1c1s1.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,17.076499999959196,a1c1s1.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,0.0,chromaticindex32-8.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,chromaticindex32-8.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,chromaticindex32-8.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,chromaticindex32-8.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,chromaticindex32-8.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,no,0.0,aligninq.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,aligninq.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,0.0,aligninq.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,aligninq.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,0.0,aligninq.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,-4.999999999999886,neos-5182409-nasivi.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,neos-5182409-nasivi.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,efficiency,5.0,neos-5182409-nasivi.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-5182409-nasivi.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,efficiency,16.000000093142035,neos-5182409-nasivi.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,efficiency,-3020058846.0,neos-3373491-avoca.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,0.0,neos-3373491-avoca.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,2218492.0,neos-3373491-avoca.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,neos-3373491-avoca.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,19972184134.0,neos-3373491-avoca.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,no,8.241840987466276e-09,berlin.mps.gz,both,optimal,optimal,
metamorphic,no,0.0,berlin.mps.gz,gurobi,optimal,optimal,TranslateObjective
metamorphic,no,9.094947017729282e-13,berlin.mps.gz,cplex,optimal,optimal,TranslateObjective
metamorphic,no,0.0,berlin.mps.gz,gurobi,optimal,optimal,ScaleObjective
metamorphic,no,6.620393833145499e-08,berlin.mps.gz,cplex,optimal,optimal,ScaleObjective
consistency,efficiency,-2.616876474754463,a2c1s1.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,no,1.4747456589248031e-06,a2c1s1.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,3.637978807091713e-12,a2c1s1.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,no,0.0,a2c1s1.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,no,0.0,a2c1s1.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,efficiency,-851.0,neos-2328163-agri.mps.gz,both,time_limit_feasible,time_limit_feasible,
metamorphic,efficiency,68.0,neos-2328163-agri.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,1026.0000000001892,neos-2328163-agri.mps.gz,cplex,time_limit_feasible,time_limit_feasible,TranslateObjective
metamorphic,efficiency,1380.0,neos-2328163-agri.mps.gz,gurobi,time_limit_feasible,time_limit_feasible,ScaleObjective
metamorphic,efficiency,7795.0,neos-2328163-agri.mps.gz,cplex,time_limit_feasible,time_limit_feasible,ScaleObjective
consistency,determination,0.0,cvrpsimple2i.mps.gz,both,optimal,time_limit_feasible,
metamorphic,no,0.0,cvrpsimple2i.mps.gz,gurobi,optimal,optimal,TranslateObjective
